year,tag,site,treatment,species,ecoGrp,height,heightNext,diam,diamNext,canopyCover,shrubCover,grassCover,green,scorchHt,resprout,died
2,141,Shark Bay C,Unburnt,Echlo,Pantropical,65,67.5,NA,0.6,0.563730469,0.5,0.5,NA,0,None,No
1,142,Shark Bay C,Unburnt,Etetr,Eucalypt,298.6,305.4,2.1,2.1,0.63719401,9.5,0.5,NA,0,None,No
2,142,Shark Bay C,Unburnt,Etetr,Eucalypt,305.4,327,2.1,2.1,0.63719401,9.5,0.5,NA,0,None,No
2,145,Shark Bay B,Unburnt,Bobov,Pantropical,53,79,NA,1,0.281123047,2.5,7.5,NA,0,None,No
1,145,Shark Bay B,Unburnt,Bobov,Pantropical,70,53,NA,NA,0.281123047,2.5,7.5,NA,0,None,No
1,146,Shark Bay C,Unburnt,Echlo,Pantropical,114,128.5,2.3,2.1,0.491363932,0,5,NA,0,None,No
2,146,Shark Bay C,Unburnt,Echlo,Pantropical,128.5,148,2.1,2.1,0.491363932,0,5,NA,0,None,No
1,148,Imalu,Unburnt,Alate,Acacia,525.1,533.5,4.4,5.1,0.226282552,0,15,NA,0,None,No
2,148,Imalu,Unburnt,Alate,Acacia,533.5,599.5,5.1,6,0.226282552,0,15,NA,0,None,No
1,149,Shark Bay C,Unburnt,Etetr,Eucalypt,51.2,60,NA,NA,0.539563802,0,1,NA,0,None,No
2,149,Shark Bay C,Unburnt,Etetr,Eucalypt,60,NA,NA,NA,0.539563802,0,1,NA,0,None,No
1,150,Shark Bay C,Unburnt,Tferd,Pantropical,35.5,65,NA,1,0.441770833,10,0,NA,0,None,No
2,150,Shark Bay C,Unburnt,Tferd,Pantropical,65,64.5,1,0.5,0.441770833,10,0,NA,0,None,No
1,153,Shark Bay C,Unburnt,Aexce,Pantropical,461.7,531,4,3.9,0.510966797,5,0,NA,0,None,No
2,153,Shark Bay C,Unburnt,Aexce,Pantropical,531,580,3.9,4.2,0.510966797,5,0,NA,0,None,No
2,154,Shark Bay B,Unburnt,Tferd,Pantropical,20,28,NA,NA,0.572141927,9.5,0.5,NA,0,None,No
1,154,Shark Bay B,Unburnt,Tferd,Pantropical,28,20,NA,NA,0.572141927,9.5,0.5,NA,0,None,No
1,156,Shark Bay B,Unburnt,Etetr,Eucalypt,72,91,NA,NA,0.40070638,4.75,0.25,NA,0,None,No
2,156,Shark Bay B,Unburnt,Etetr,Eucalypt,91,89.5,NA,0.5,0.40070638,4.75,0.25,NA,0,None,No
2,160,Shark Bay C,Unburnt,Bobov,Pantropical,261.8,278,4.8,4.3,0.486276042,1,9,NA,0,None,No
1,160,Shark Bay C,Unburnt,Bobov,Pantropical,308,261.8,4,4.8,0.486276042,1,9,NA,0,None,No
1,162,Shark Bay C,Unburnt,Echlo,Pantropical,168.8,210.3,2.8,3.1,0.340022786,23.75,1.25,NA,0,None,No
2,162,Shark Bay C,Unburnt,Echlo,Pantropical,210.3,229,3.1,2.9,0.340022786,23.75,1.25,NA,0,None,No
1,163,Shark Bay B,Unburnt,Cneso,Eucalypt,277.5,306.8,1.6,1.9,0.484807943,5,0,NA,0,None,No
2,163,Shark Bay B,Unburnt,Cneso,Eucalypt,306.8,382,1.9,2.5,0.484807943,5,0,NA,0,Epicormic,No
1,164,Shark Bay B,Unburnt,Etetr,Eucalypt,455.5,496,4.7,3.9,0.421374402,12,3,NA,0,None,No
2,164,Shark Bay B,Unburnt,Etetr,Eucalypt,496,528,3.9,4.2,0.421374402,12,3,NA,0,None,No
2,165,Shark Bay C,Unburnt,Tferd,Pantropical,338.7,350,3.9,3.7,0.519322917,45,0,NA,0,None,No
1,165,Shark Bay C,Unburnt,Tferd,Pantropical,343.4,338.7,3.6,3.9,0.519322917,45,0,NA,0,None,No
2,166,Shark Bay C,Unburnt,Cneso,Eucalypt,582.5,625.5,4,4.1,0.445299479,0,10,NA,0,None,No
1,166,Shark Bay C,Unburnt,Cneso,Eucalypt,586.6,582.5,4.3,4,0.445299479,0,10,NA,0,None,No
2,168,Shark Bay C,Unburnt,Etetr,Eucalypt,51,46,NA,NA,0.692027995,9.5,0.5,NA,0,Epicormic,No
1,168,Shark Bay C,Unburnt,Etetr,Eucalypt,109.5,51,NA,NA,0.692027995,9.5,0.5,NA,0,None,No
2,169,Shark Bay C,Unburnt,Echlo,Pantropical,95,88,1.7,0.8,0.341425781,13.5,1.5,NA,0,None,No
1,169,Shark Bay C,Unburnt,Echlo,Pantropical,115,95,2.1,1.7,0.341425781,13.5,1.5,NA,0,None,No
2,170,Shark Bay B,Unburnt,Echlo,Pantropical,336,355,3.8,5,0.65161359,5,0,NA,0,None,No
1,170,Shark Bay B,Unburnt,Echlo,Pantropical,346.4,336,4.4,3.8,0.65161359,5,0,NA,0,None,No
1,171,Shark Bay B,Unburnt,Pcare,Pantropical,89,95.5,1.4,1.5,0.255094401,0,1,NA,0,None,No
2,171,Shark Bay B,Unburnt,Pcare,Pantropical,95.5,123,1.5,2,0.255094401,0,1,NA,0,None,No
1,173,Shark Bay B,Unburnt,Aexce,Pantropical,91.5,135,1.1,1.5,0.596858098,25,0,NA,0,None,No
2,173,Shark Bay B,Unburnt,Aexce,Pantropical,135,200,1.5,1.3,0.596858098,25,0,NA,0,None,No
1,174,Shark Bay C,Unburnt,Bobov,Pantropical,158.8,200.3,2.6,2.5,0.369065755,15,10,NA,0,None,No
2,174,Shark Bay C,Unburnt,Bobov,Pantropical,200.3,221,2.5,2.7,0.369065755,15,10,NA,0,None,No
2,176,Shark Bay C,Unburnt,Echlo,Pantropical,184.5,242.5,2.3,2.5,0.444046224,0,0,NA,0,None,No
1,176,Shark Bay C,Unburnt,Echlo,Pantropical,228.5,184.5,3.2,2.3,0.444046224,0,0,NA,0,None,No
2,177,Shark Bay C,Unburnt,Tferd,Pantropical,17,39.4,NA,NA,0.46258138,7,28,NA,0,None,No
1,177,Shark Bay C,Unburnt,Tferd,Pantropical,23,17,NA,NA,0.46258138,7,28,NA,0,NA,No
2,178,Shark Bay C,Unburnt,Emini,Eucalypt,113,185.5,NA,1,0.326806641,NA,NA,NA,0,Both,No
1,178,Shark Bay C,Unburnt,Emini,Eucalypt,164,113,1.3,NA,0.326806641,NA,NA,NA,0,Basal,No
1,179,Shark Bay C,Unburnt,Cneso,Eucalypt,689.8,715.9,4.8,4.4,0.518248698,9.5,0.5,NA,0,None,No
2,179,Shark Bay C,Unburnt,Cneso,Eucalypt,715.9,750,4.4,4.7,0.518248698,9.5,0.5,NA,0,None,No
2,180,Shark Bay C,Unburnt,Tferd,Pantropical,114,104,1.4,1.3,0.298919271,4,1,NA,0,None,No
1,180,Shark Bay C,Unburnt,Tferd,Pantropical,115,114,1.3,1.4,0.298919271,4,1,NA,0,None,No
2,181,Shark Bay B,Unburnt,Etetr,Eucalypt,65,NA,NA,NA,0.434654388,36,4,NA,0,Basal,No
1,181,Shark Bay B,Unburnt,Etetr,Eucalypt,149,65,NA,NA,0.434654388,36,4,NA,0,None,No
1,182,Shark Bay B,Unburnt,Emini,Eucalypt,433.1,530.5,4.2,4.2,0.409198252,5.25,9.75,NA,0,None,No
2,182,Shark Bay B,Unburnt,Emini,Eucalypt,530.5,614,4.2,3.9,0.409198252,5.25,9.75,NA,0,None,No
2,184,Shark Bay B,Unburnt,Aexce,Pantropical,386,393,2.8,2.7,0.595908203,5,0,NA,0,None,No
1,184,Shark Bay B,Unburnt,Aexce,Pantropical,391.7,386,2.3,2.8,0.595908203,5,0,NA,0,None,No
1,186,Shark Bay B,Unburnt,Cneso,Eucalypt,220.2,282.5,1.3,2,0.268224861,1,9,NA,0,None,No
2,186,Shark Bay B,Unburnt,Cneso,Eucalypt,282.5,241.5,2,1.7,0.268224861,1,9,NA,0,None,No
1,187,Shark Bay C,Unburnt,Emini,Eucalypt,561.2,633,4.2,4.3,0.453014323,4.5,0.5,NA,0,None,No
2,187,Shark Bay C,Unburnt,Emini,Eucalypt,633,663,4.3,3.9,0.453014323,4.5,0.5,NA,0,None,No
1,188,Shark Bay C,Unburnt,Cneso,Eucalypt,135.4,148.2,NA,NA,0.327861328,0,15,NA,0,None,No
2,188,Shark Bay C,Unburnt,Cneso,Eucalypt,148.2,114.5,NA,0.6,0.327861328,0,15,NA,0,None,No
1,189,Shark Bay C,Unburnt,Cneso,Eucalypt,445.5,528.6,3.6,4.1,0.387949219,10,0,NA,0,None,No
2,189,Shark Bay C,Unburnt,Cneso,Eucalypt,528.6,609,4.1,4.7,0.387949219,10,0,NA,0,None,No
1,190,Shark Bay C,Unburnt,Echlo,Pantropical,106.5,110,2.5,2.1,0.216663411,8.5,1.5,NA,0,None,No
2,190,Shark Bay C,Unburnt,Echlo,Pantropical,110,124.5,2.1,1.9,0.216663411,8.5,1.5,NA,0,None,No
1,191,Shark Bay C,Unburnt,Bobov,Pantropical,224.6,237.7,3.6,4,0.310592448,0.5,0.5,NA,0,None,No
2,191,Shark Bay C,Unburnt,Bobov,Pantropical,237.7,245,4,3.8,0.310592448,0.5,0.5,NA,0,None,No
1,192,Shark Bay C,Unburnt,Tferd,Pantropical,109,122,1.7,1.7,0.62891276,5,0,NA,0,None,No
2,192,Shark Bay C,Unburnt,Tferd,Pantropical,122,121,1.7,1.6,0.62891276,5,0,NA,0,None,No
1,193,Shark Bay C,Unburnt,Cneso,Eucalypt,93,109,NA,NA,0.45851237,2.5,2.5,NA,0,None,No
2,193,Shark Bay C,Unburnt,Cneso,Eucalypt,109,112,NA,0.4,0.45851237,2.5,2.5,NA,0,None,No
2,196,Imalu,Unburnt,Bobov,Pantropical,302.5,330.5,3.5,3.6,0.543789063,0.75,14.25,NA,0,None,No
1,196,Imalu,Unburnt,Bobov,Pantropical,310.9,302.5,3.2,3.5,0.543789063,0.75,14.25,NA,0,None,No
1,197,Shark Bay B,Unburnt,Echlo,Pantropical,291.9,313.5,4.1,4.4,0.403786921,7.5,7.5,NA,0,None,No
2,197,Shark Bay B,Unburnt,Echlo,Pantropical,313.5,316,4.4,5.1,0.403786921,7.5,7.5,NA,0,None,No
1,198,Shark Bay C,Unburnt,Cneso,Eucalypt,83,112,NA,NA,0.286227214,5,5,NA,0,None,No
2,198,Shark Bay C,Unburnt,Cneso,Eucalypt,112,93,NA,0.4,0.286227214,5,5,NA,0,None,No
1,199,Shark Bay C,Unburnt,Aexce,Pantropical,409.4,454.6,3,3.2,0.549326172,9.5,0.5,NA,0,None,No
2,199,Shark Bay C,Unburnt,Aexce,Pantropical,454.6,479.5,3.2,3.3,0.549326172,9.5,0.5,NA,0,None,No
2,200,Shark Bay B,Unburnt,Aexce,Pantropical,169.5,204,1.2,1.4,0.240879797,0,5,NA,0,None,No
1,200,Shark Bay B,Unburnt,Aexce,Pantropical,177.1,169.5,1.5,1.2,0.240879797,0,5,NA,0,None,No
2,201,Shark Bay B,Unburnt,Echlo,Pantropical,102,128,1.8,2.7,0.567724444,0,5,NA,0,None,No
1,201,Shark Bay B,Unburnt,Echlo,Pantropical,106,102,2.4,1.8,0.567724444,0,5,NA,0,None,No
1,202,Shark Bay B,Unburnt,Cneso,Eucalypt,70.5,92,NA,NA,0.421374402,6,4,NA,0,None,No
2,202,Shark Bay B,Unburnt,Cneso,Eucalypt,92,85.5,NA,0.4,0.421374402,6,4,NA,0,None,No
1,203,Imalu,Unburnt,Bmega,Pantropical,42,44.5,NA,NA,0.470423177,3,12,NA,0,None,No
2,203,Imalu,Unburnt,Bmega,Pantropical,44.5,70.5,NA,1,0.470423177,3,12,NA,0,None,No
2,204,Imalu,Unburnt,Pcare,Pantropical,93,109.5,1.8,2.5,0.371975911,6,14,NA,0,None,No
1,204,Imalu,Unburnt,Pcare,Pantropical,98.5,93,2.1,1.8,0.371975911,6,14,NA,0,None,No
1,206,Shark Bay C,Unburnt,Tferd,Pantropical,76,77,NA,NA,0.41061849,4.5,0.5,NA,0,None,No
2,206,Shark Bay C,Unburnt,Tferd,Pantropical,77,NA,NA,NA,0.41061849,4.5,0.5,NA,0,None,No
1,208,Shark Bay B,Unburnt,Cneso,Eucalypt,198.3,205.7,1.4,1.7,0.321034345,0.5,4.5,NA,0,None,No
2,208,Shark Bay B,Unburnt,Cneso,Eucalypt,205.7,205,1.7,2,0.321034345,0.5,4.5,NA,0,None,No
2,211,Shark Bay B,Unburnt,Emini,Eucalypt,304,489.5,3.8,3.6,0.450458984,23.75,1.25,NA,0,Epicormic,No
1,211,Shark Bay B,Unburnt,Emini,Eucalypt,598.2,304,4.5,3.8,0.450458984,23.75,1.25,NA,0,Epicormic,No
1,212,Shark Bay B,Unburnt,Cneso,Eucalypt,132,146,NA,1,0.336269531,0,5,NA,0,None,No
2,212,Shark Bay B,Unburnt,Cneso,Eucalypt,146,126,1,0.6,0.336269531,0,5,NA,0,None,No
2,213,Shark Bay B,Unburnt,Emini,Eucalypt,48,136.5,NA,0.7,0.335354818,0,1,NA,0,None,No
1,213,Shark Bay B,Unburnt,Emini,Eucalypt,88,48,NA,NA,0.335354818,0,1,NA,0,Basal,No
1,215,Shark Bay C,Unburnt,Pcare,Pantropical,78,80,NA,1.2,0.39906901,5,5,NA,0,None,No
2,215,Shark Bay C,Unburnt,Pcare,Pantropical,80,NA,1.2,NA,0.39906901,5,5,NA,0,None,No
1,216,Shark Bay B,Unburnt,Bobov,Pantropical,89,94,1.6,1.4,0.325514323,65,0,NA,0,None,No
2,216,Shark Bay B,Unburnt,Bobov,Pantropical,94,NA,1.4,1,0.325514323,65,0,NA,0,None,No
1,218,Shark Bay B,Unburnt,Echlo,Pantropical,109,119,1.1,1.9,0.519559529,5,0,NA,0,None,No
2,218,Shark Bay B,Unburnt,Echlo,Pantropical,119,155.5,1.9,2.2,0.519559529,5,0,NA,0,None,No
1,219,Shark Bay C,Unburnt,Cneso,Eucalypt,94,142.6,NA,NA,0.44646426,2.5,2.5,NA,0,None,No
2,219,Shark Bay C,Unburnt,Cneso,Eucalypt,142.6,303.5,NA,2,0.44646426,2.5,2.5,NA,0,None,No
2,220,Shark Bay B,Unburnt,Pcare,Pantropical,75,83.5,NA,2,0.448310758,6,14,NA,0,None,No
1,220,Shark Bay B,Unburnt,Pcare,Pantropical,84,75,NA,NA,0.448310758,6,14,NA,0,None,No
1,223,Imalu,Unburnt,Etetr,Eucalypt,126,140,1.2,1.3,0.225143229,0,35,NA,0,None,No
2,223,Imalu,Unburnt,Etetr,Eucalypt,140,82,1.3,1,0.225143229,0,35,NA,0,Epicormic,No
1,224,Shark Bay C,Unburnt,Tferd,Pantropical,100,107,1.7,1.2,0.490647786,0,0,NA,0,None,No
2,224,Shark Bay C,Unburnt,Tferd,Pantropical,107,125,1.2,1.2,0.490647786,0,0,NA,0,None,No
2,225,Shark Bay B,Unburnt,Pcare,Pantropical,273,301,4,4.5,0.379996745,5.5,4.5,NA,0,None,No
1,225,Shark Bay B,Unburnt,Pcare,Pantropical,274.6,273,4.1,4,0.379996745,5.5,4.5,NA,0,None,No
1,227,Shark Bay B,Unburnt,Cneso,Eucalypt,552.1,574,3.9,4.3,0.370118259,4.75,0.25,NA,0,Epicormic,No
2,227,Shark Bay B,Unburnt,Cneso,Eucalypt,574,615,4.3,4.2,0.370118259,4.75,0.25,NA,0,None,No
2,228,Shark Bay B,Unburnt,Echlo,Pantropical,103,138,2.6,1.7,0.406984859,38,2,NA,0,None,No
1,228,Shark Bay B,Unburnt,Echlo,Pantropical,106,103,1.5,2.6,0.406984859,38,2,NA,0,None,No
1,230,Imalu,Unburnt,Etetr,Eucalypt,549.2,651.6,4.6,5.6,0.493701172,8,2,NA,0,None,No
2,230,Imalu,Unburnt,Etetr,Eucalypt,651.6,663.5,5.6,5.8,0.493701172,8,2,NA,0,None,No
2,231,Shark Bay B,Unburnt,Etetr,Eucalypt,51,124.5,NA,0.6,0.449567057,NA,NA,NA,0,Basal,No
1,231,Shark Bay B,Unburnt,Etetr,Eucalypt,89,51,NA,NA,0.449567057,NA,NA,NA,0,None,No
2,232,Shark Bay B,Unburnt,Cneso,Eucalypt,117,155.5,NA,0.7,0.533057777,9.5,0.5,NA,0,None,No
1,232,Shark Bay B,Unburnt,Cneso,Eucalypt,131,117,NA,NA,0.533057777,9.5,0.5,NA,0,None,No
2,233,Shark Bay B,Unburnt,Etetr,Eucalypt,94,101.5,NA,0.8,0.320162244,2.5,2.5,NA,0,Basal,No
1,233,Shark Bay B,Unburnt,Etetr,Eucalypt,114,94,NA,NA,0.320162244,2.5,2.5,NA,0,Basal,No
2,234,Shark Bay B,Unburnt,Cneso,Eucalypt,48.5,95.5,NA,0.4,0.435898027,8.5,1.5,NA,0,None,No
1,234,Shark Bay B,Unburnt,Cneso,Eucalypt,103,48.5,NA,NA,0.435898027,8.5,1.5,NA,0,None,No
2,236,Shark Bay B,Unburnt,Pcare,Pantropical,182.5,192,2.5,3,0.546240234,4,1,NA,0,None,No
1,236,Shark Bay B,Unburnt,Pcare,Pantropical,188,182.5,2.7,2.5,0.546240234,4,1,NA,0,None,No
1,237,Shark Bay B,Unburnt,Cneso,Eucalypt,76.5,103,NA,NA,0.515353231,2.5,2.5,NA,0,None,No
2,237,Shark Bay B,Unburnt,Cneso,Eucalypt,103,56,NA,0.5,0.515353231,2.5,2.5,NA,0,None,No
1,239,Shark Bay B,Unburnt,Etetr,Eucalypt,205,219.5,1.7,1.2,0.448808594,17.5,17.5,NA,0,None,No
2,239,Shark Bay B,Unburnt,Etetr,Eucalypt,219.5,332,1.2,2.5,0.448808594,17.5,17.5,NA,0,None,No
2,2239,Imalu,Annual,Gheli,Proteaceae,32,34.5,NA,NA,0.212392578,6,24,No,2000,Basal,No
1,723,Taracumbi,Annual,Bobov,Pantropical,43.5,35,NA,NA,0.496741536,12.25,22.75,No,460,Basal,No
1,766,Taracumbi,Annual,Echlo,Pantropical,122,35,1.5,NA,0.459765625,20,20,No,440,Basal,No
1,242,Imalu,Annual,Pcare,Pantropical,162.1,182.7,3,3.9,0.218063151,0.75,14.25,Yes,250,None,No
1,245,Shark Bay B,Annual,Pcare,Pantropical,37.5,35.5,NA,NA,0.425751953,7,3,No,160,None,No
1,590,Taracumbi,Annual,Cneso,Eucalypt,83,36,NA,NA,0.266649448,22.5,7.5,No,340,Basal,No
1,721,Taracumbi,Annual,Bobov,Pantropical,33,36,NA,NA,0.422210286,17.5,17.5,No,320,Basal,No
1,2258,Shark Bay C,Annual,Gheli,Proteaceae,38.5,36,NA,NA,0.240650255,7.5,17.5,No,170,Basal,No
1,925,Shark Bay B,Annual,Etetr,Eucalypt,71.5,37,NA,NA,0.57165104,9,51,No,290,Basal,No
2,2287,Shark Bay A,Annual,Gheli,Proteaceae,115,37,1.5,NA,0.605397135,5,0,No,180,Basal,No
1,554,Taracumbi,Annual,Bobov,Pantropical,61.5,38,NA,NA,0.250258059,36,4,No,250,Basal,No
1,24A,Shark Bay C,Annual,Pcare,Pantropical,50,38,NA,NA,0.285013021,12,8,No,410,Basal,No
1,707,Shark Bay B,Annual,Aexce,Pantropical,116.5,0,NA,NA,0.566975911,0,10,No,205,None,Yes
1,2265,Shark Bay A,Annual,Gheli,Proteaceae,61.5,39,NA,NA,0.562858073,0,1,No,110,Basal,No
1,247,Imalu,Annual,Bobov,Pantropical,57,54.5,1,1.1,0.272779948,3,17,Yes,0,None,No
2,295,Imalu,Annual,Tferd,Pantropical,29,39.5,NA,NA,0.371077474,4,16,No,700,Basal,No
1,248,Shark Bay B,Annual,Pcare,Pantropical,147.1,126,1.7,NA,0.566116536,4,6,Yes,110,Basal,No
1,248,Shark Bay B,Annual,Pcare,Pantropical,147.1,126,1.7,NA,0.566116536,4,6,Yes,110,Basal,No
2,749,Taracumbi,Annual,Bobov,Pantropical,60,39.5,NA,NA,0.238238932,12,8,No,1000,Basal,No
2,695,Shark Bay B,Annual,Aexce,Pantropical,101.5,40,1,NA,0.185061849,14,6,No,200,Basal,No
2,752,Taracumbi,Annual,Bobov,Pantropical,30,40,NA,NA,0.302174479,40.5,4.5,No,1000,Basal,No
2,1267,Shark Bay B,Annual,Gheli,Proteaceae,25.5,40,NA,NA,0.565276693,13.5,1.5,No,100,Basal,No
1,2268,Shark Bay C,Annual,Tferd,Pantropical,52,40,NA,NA,0.238772138,15,0,No,160,None,No
2,590,Taracumbi,Annual,Cneso,Eucalypt,36,40.5,NA,0.2,0.266649448,22.5,7.5,No,1000,Basal,No
1,252,Shark Bay B,Annual,Aexce,Pantropical,290.8,296,4.8,5,0.26414388,24,6,Yes,100,None,No
2,252,Shark Bay B,Annual,Aexce,Pantropical,296,338.8,5,4.8,0.26414388,24,6,Yes,290,Epicormic,No
2,1286,Taracumbi,Annual,Gheli,Proteaceae,70,40.5,NA,0.2,0.32115682,22,33,No,2000,Basal,No
2,253,Shark Bay B,Annual,Pcare,Pantropical,174,199.3,2.9,3.2,0.232470703,18,2,Yes,250,None,No
1,960,Shark Bay B,Annual,Tferd,Pantropical,36.5,41,NA,NA,0.400703125,3,27,No,170,Basal,No
2,678,Imalu,Annual,Cneso,Eucalypt,107,41.5,NA,NA,0.252402344,1.5,28.5,No,2000,Basal,No
1,958,Shark Bay B,Annual,Aexce,Pantropical,98.4,42,NA,NA,0.361685454,15.75,19.25,No,270,Basal,No
1,981,Pikertaramoor,Annual,Cneso,Eucalypt,101.5,42,NA,NA,0.26007487,NA,NA,No,140,Basal,No
2,2206,Shark Bay C,Annual,Gheli,Proteaceae,55,42,NA,NA,0.296843015,24,36,No,500,Basal,No
1,2279,Imalu,Annual,Gheli,Proteaceae,170.5,42,1.9,NA,0.28929071,0.75,14.25,No,200,Basal,No
1,257,Imalu,Annual,Echlo,Pantropical,273.6,309.5,2.9,4.1,0.250973307,10.5,4.5,Yes,210,None,No
2,741,Shark Bay A,Annual,Emini,Eucalypt,50,42.5,NA,NA,0.428691406,2.5,2.5,No,0,Both,No
2,787,Pikertaramoor,Annual,Pcare,Pantropical,50,42.5,NA,NA,0.375559896,NA,NA,No,800,Basal,No
1,259,Imalu,Annual,Pcare,Pantropical,95.5,103,1,2.2,0.344488932,1.2,13.8,Yes,55,None,No
1,556,Taracumbi,Annual,Bobov,Pantropical,98.5,43,1.1,NA,0.301060885,0,35,No,370,Basal,No
1,260,Imalu,Annual,Bobov,Pantropical,128.5,190,3.3,2.7,0.556731771,NA,NA,Yes,120,Basal,No
1,717,Taracumbi,Annual,Pcare,Pantropical,65,43,NA,NA,0.41233724,7.5,22.5,No,300,Basal,No
1,261,Imalu,Annual,Pcare,Pantropical,189,283.7,2.4,3.4,0.418610026,4.5,20.5,Yes,0,None,No
2,766,Taracumbi,Annual,Echlo,Pantropical,35,43,NA,0.5,0.459765625,20,20,No,1800,Basal,No
1,262,Imalu,Annual,Cneso,Eucalypt,552.5,596.1,4.2,5.1,0.238466797,6,14,Yes,340,None,No
2,262,Imalu,Annual,Cneso,Eucalypt,596.1,668,5.1,5.5,0.238466797,6,14,Yes,492,None,No
2,263,Shark Bay B,Annual,Pcare,Pantropical,50.5,70,NA,0.4,0.213079427,5,5,Yes,0,Basal,No
2,960,Shark Bay B,Annual,Tferd,Pantropical,41,43,NA,NA,0.400703125,3,27,No,230,Basal,No
1,991,Pikertaramoor,Annual,Emini,Eucalypt,41.5,43,NA,NA,0.269889323,NA,NA,No,220,Basal,No
1,998,Pikertaramoor,Annual,Cneso,Eucalypt,84.5,43,NA,NA,0.307392578,NA,NA,No,170,Basal,No
1,1242,Shark Bay A,Annual,Pcare,Pantropical,89.5,43,1,NA,0.262932943,10,0,No,190,Basal,No
1,251,Imalu,Annual,Cneso,Eucalypt,143,44,NA,NA,0.151641905,27,18,No,200,Basal,No
1,713,Taracumbi,Annual,Echlo,Pantropical,192.5,44,2.9,NA,0.387132161,4,16,No,430,Basal,No
1,266,Imalu,Annual,Bobov,Pantropical,73,67,1.3,1.3,0.375332031,38.5,16.5,Yes,70,Basal,No
1,266,Imalu,Annual,Bobov,Pantropical,73,67,1.3,1.3,0.375332031,38.5,16.5,Yes,70,Basal,No
2,727,Taracumbi,Annual,Bobov,Pantropical,72,44,NA,NA,0.230279948,31.5,13.5,No,1800,Basal,No
1,768,Taracumbi,Annual,Bobov,Pantropical,14.5,44,NA,NA,0.332818371,24.5,10.5,No,320,Basal,No
1,268,Imalu,Annual,Tferd,Pantropical,51.5,89,NA,1.1,0.376510417,0.3,14.7,Yes,50,None,No
2,774,Shark Bay B,Annual,Bobov,Pantropical,82,44,1.5,NA,0.305221354,15,0,No,300,Basal,No
1,269,Imalu,Annual,Echlo,Pantropical,168.6,216.4,1.4,3,0.289886068,0,10,Yes,140,Basal,No
1,937,Pikertaramoor,Annual,Pcare,Pantropical,41.5,44,NA,NA,0.399944661,NA,NA,No,140,Basal,No
1,2237,Shark Bay C,Annual,Alate,Acacia,64.5,44,NA,NA,0.282552083,12,3,No,350,Basal,No
1,540,Taracumbi,Annual,Echlo,Pantropical,42.5,45,NA,NA,0.286018733,21,9,No,330,Basal,No
2,556,Taracumbi,Annual,Bobov,Pantropical,43,45,NA,0.5,0.301060885,0,35,No,1500,Basal,No
2,615,Shark Bay B,Annual,Cneso,Eucalypt,33,45,NA,NA,0.293453776,10,30,No,220,Basal,No
1,621,Shark Bay A,Annual,Echlo,Pantropical,26,45,NA,NA,0.32546875,0,1,No,55,Basal,No
1,701,Taracumbi,Annual,Echlo,Pantropical,110.5,45,1.8,NA,0.213698774,24,36,No,700,Basal,No
1,996,Pikertaramoor,Annual,Emini,Eucalypt,38.5,45,NA,NA,0.337174479,NA,NA,No,210,Basal,No
1,795,Shark Bay B,Annual,Etetr,Eucalypt,122.5,46,NA,NA,0.139655596,2.75,52.25,No,270,Basal,No
2,768,Taracumbi,Annual,Bobov,Pantropical,44,46.5,NA,NA,0.332818371,24.5,10.5,No,1500,Basal,No
2,1008,Pikertaramoor,Annual,Aexce,Pantropical,53,46.5,NA,NA,0.35101888,NA,NA,No,1000,Basal,No
2,276,Shark Bay B,Annual,Cneso,Eucalypt,131.5,179.5,1.1,0.8,0.181126302,4,1,Yes,0,None,No
1,276,Shark Bay B,Annual,Cneso,Eucalypt,158.1,131.5,1,1.1,0.181126302,4,1,Yes,0,None,No
2,732,Taracumbi,Annual,Emini,Eucalypt,50,47,NA,NA,0.235514323,24.5,10.5,No,1200,Basal,No
2,733,Taracumbi,Annual,Bobov,Pantropical,NA,47,NA,NA,0.262570388,22.5,22.5,No,1000,Basal,No
1,278,Imalu,Annual,Etetr,Eucalypt,417.9,526.3,4.5,5.2,0.372786037,0,15,Yes,100,None,No
1,908,Shark Bay B,Annual,Etetr,Eucalypt,84.5,47,NA,NA,0.489726562,16,4,No,390,Basal,No
1,969,Pikertaramoor,Annual,Emini,Eucalypt,50.5,47,NA,NA,0.316380208,NA,NA,No,60,Epicormic,No
1,279,Shark Bay B,Annual,Bobov,Pantropical,72,48,1,NA,0.259739583,0,30,Yes,60,None,No
1,280,Imalu,Annual,Cneso,Eucalypt,553.2,599,4,4.2,0.213853166,NA,NA,Yes,0,None,No
2,684,Taracumbi,Annual,Bobov,Pantropical,33,47.5,NA,NA,0.127259115,32,8,No,1500,Basal,No
2,281,Shark Bay B,Annual,Bobov,Pantropical,30,42,NA,NA,0.175292969,28.5,1.5,Yes,0,Basal,No
1,281,Shark Bay B,Annual,Bobov,Pantropical,52,30,1,NA,0.175292969,28.5,1.5,Yes,200,Basal,No
1,281,Shark Bay B,Annual,Bobov,Pantropical,52,30,1,NA,0.175292969,28.5,1.5,Yes,200,Basal,No
1,550,Taracumbi,Annual,Echlo,Pantropical,66,48,1,NA,0.306348737,22.5,52.5,No,430,Basal,No
1,624,Shark Bay C,Annual,Pcare,Pantropical,83.5,48,1.2,NA,0.198352865,5.5,49.5,No,290,Basal,No
